team,season,wins,losses,_id
Texas,2020,7,3,67127c950f4ebd820941730b
Texas,2021,5,7,67127c950f4ebd820941730c
Texas,2022,8,5,67127c950f4ebd820941730d
Texas,2023,12,2,67127c950f4ebd820941730e
Texas,2024,0,0,67127c950f4ebd820941730f
Texas A&M,2016,8,5,67127c950f4ebd8209417310
Texas A&M,2017,7,6,67127c950f4ebd8209417311
Texas A&M,2018,9,4,67127c950f4ebd8209417312
Texas A&M,2019,8,5,67127c950f4ebd8209417313
Texas A&M,2020,9,1,67127c950f4ebd8209417314
Texas A&M,2021,8,4,67127c950f4ebd8209417315
Texas A&M,2022,5,7,67127c950f4ebd8209417316
Texas A&M,2023,7,6,67127c950f4ebd8209417317
Texas A&M,2024,0,0,67127c950f4ebd8209417318
Georgia Southern,2016,5,7,67127c950f4ebd8209417319
Georgia Southern,2017,2,10,67127c950f4ebd820941731a
Georgia Southern,2018,10,3,67127c950f4ebd820941731b
Georgia Southern,2019,7,6,67127c950f4ebd820941731c
Georgia Southern,2020,8,5,67127c950f4ebd820941731d
Georgia Southern,2021,3,9,67127c950f4ebd820941731e
Georgia Southern,2022,6,7,67127c950f4ebd820941731f
Georgia Southern,2023,6,7,67127c950f4ebd8209417320
Georgia Southern,2024,0,0,67127c950f4ebd8209417321
Clemson,2016,14,1,67127c950f4ebd8209417322
Clemson,2017,12,2,67127c950f4ebd8209417323
Clemson,2018,15,0,67127c950f4ebd8209417324
Clemson,2019,14,1,67127c950f4ebd8209417325
Clemson,2020,10,2,67127c950f4ebd8209417326
Clemson,2021,10,3,67127c950f4ebd8209417327
Clemson,2022,11,3,67127c950f4ebd8209417328
Clemson,2023,9,4,67127c950f4ebd8209417329
Clemson,2024,0,0,67127c950f4ebd820941732a
South Florida,2016,10,2,67127c950f4ebd820941732b
South Florida,2017,10,2,67127c950f4ebd820941732c
South Florida,2018,7,6,67127c950f4ebd820941732d
South Florida,2019,4,8,67127c950f4ebd820941732e
South Florida,2020,1,8,67127c950f4ebd820941732f
South Florida,2021,2,10,67127c950f4ebd8209417330
South Florida,2022,1,11,67127c950f4ebd8209417331
South Florida,2023,7,6,67127c950f4ebd8209417332
South Florida,2024,0,0,67127c950f4ebd8209417333
Cincinnati,2016,4,8,67127c950f4ebd8209417334
Cincinnati,2017,4,8,67127c950f4ebd8209417335
Cincinnati,2018,11,2,67127c950f4ebd8209417336
Cincinnati,2019,11,3,67127c950f4ebd8209417337
Cincinnati,2020,9,1,67127c950f4ebd8209417338
Cincinnati,2021,13,1,67127c950f4ebd8209417339
Cincinnati,2022,9,4,67127c950f4ebd820941733a
Cincinnati,2023,3,9,67127c950f4ebd820941733b
Cincinnati,2024,0,0,67127c950f4ebd820941733c
Florida International,2016,0,4,67127c950f4ebd820941733d
Florida International,2017,8,5,67127c950f4ebd820941733e
Florida International,2018,9,4,67127c950f4ebd820941733f
Florida International,2019,6,7,67127c950f4ebd8209417340
Florida International,2020,0,5,67127c950f4ebd8209417341
Florida International,2021,1,11,67127c950f4ebd8209417342
Florida International,2022,4,8,67127c950f4ebd8209417343
Florida International,2023,4,8,67127c950f4ebd8209417344
Florida International,2024,0,0,67127c950f4ebd8209417345
UL Monroe,2016,4,8,67127c950f4ebd8209417346
UL Monroe,2017,4,8,67127c950f4ebd8209417347
UL Monroe,2018,6,6,67127c950f4ebd8209417348
UL Monroe,2019,5,7,67127c950f4ebd8209417349
UL Monroe,2020,0,10,67127c950f4ebd820941734a
UL Monroe,2021,4,8,67127c950f4ebd820941734b
UL Monroe,2022,4,8,67127c950f4ebd820941734c
UL Monroe,2023,2,10,67127c950f4ebd820941734d
UL Monroe,2024,0,0,67127c950f4ebd820941734e
Utah State,2016,3,9,67127c950f4ebd820941734f
Utah State,2017,6,7,67127c950f4ebd8209417350
Utah State,2018,11,2,67127c950f4ebd8209417351
Utah State,2019,7,6,67127c950f4ebd8209417352
Utah State,2020,1,5,67127c950f4ebd8209417353
Utah State,2021,11,3,67127c950f4ebd8209417354
Utah State,2022,6,7,67127c950f4ebd8209417355
Utah State,2023,6,7,67127c950f4ebd8209417356
Utah State,2024,0,0,67127c950f4ebd8209417357
Massachusetts,2016,2,10,67127c950f4ebd8209417358
Massachusetts,2017,4,8,67127c950f4ebd8209417359
Massachusetts,2018,4,8,67127c950f4ebd820941735a
Massachusetts,2019,1,11,67127c950f4ebd820941735b
Massachusetts,2020,0,4,67127c950f4ebd820941735c
Massachusetts,2021,1,11,67127c950f4ebd820941735d
Massachusetts,2022,1,11,67127c950f4ebd820941735e
Massachusetts,2023,3,9,67127c950f4ebd820941735f
Massachusetts,2024,0,0,67127c950f4ebd8209417360
Utah,2016,9,4,67127c950f4ebd8209417361
Utah,2017,7,6,67127c950f4ebd8209417362
Utah,2018,9,5,67127c950f4ebd8209417363
Utah,2019,11,3,67127c950f4ebd8209417364
Utah,2020,3,2,67127c950f4ebd8209417365
Utah,2021,10,4,67127c950f4ebd8209417366
Utah,2022,10,4,67127c950f4ebd8209417367
Utah,2023,8,5,67127c950f4ebd8209417368
Utah,2024,0,0,67127c950f4ebd8209417369
Old Dominion,2016,10,3,67127c950f4ebd820941736a
Old Dominion,2017,5,7,67127c950f4ebd820941736b
Old Dominion,2018,4,8,67127c950f4ebd820941736c
Old Dominion,2019,1,11,67127c950f4ebd820941736d
Old Dominion,2020,0,0,67127c950f4ebd820941736e
Old Dominion,2021,6,7,67127c950f4ebd820941736f
Old Dominion,2022,3,9,67127c950f4ebd8209417370
Old Dominion,2023,6,7,67127c950f4ebd8209417371
Old Dominion,2024,0,0,67127c950f4ebd8209417372
UTSA,2016,6,7,67127c950f4ebd8209417373
UTSA,2017,6,5,67127c950f4ebd8209417374
UTSA,2018,3,9,67127c950f4ebd8209417375
UTSA,2019,4,8,67127c950f4ebd8209417376
UTSA,2020,7,5,67127c950f4ebd8209417377
UTSA,2021,12,2,67127c950f4ebd8209417378
UTSA,2022,11,3,67127c950f4ebd8209417379
UTSA,2023,9,4,67127c950f4ebd820941737a
UTSA,2024,0,0,67127c950f4ebd820941737b
Texas State,2016,2,10,67127c950f4ebd820941737c
Texas State,2017,2,10,67127c950f4ebd820941737d
Texas State,2018,3,9,67127c950f4ebd820941737e
Texas State,2019,3,9,67127c950f4ebd820941737f
Texas State,2020,2,10,67127c950f4ebd8209417380
Texas State,2021,4,8,67127c950f4ebd8209417381
Texas State,2022,4,8,67127c950f4ebd8209417382
Texas State,2023,8,5,67127c950f4ebd8209417383
Texas State,2024,0,0,67127c950f4ebd8209417384
Coastal Carolina,2017,3,9,67127c950f4ebd8209417385
Coastal Carolina,2018,5,7,67127c950f4ebd8209417386
Coastal Carolina,2019,5,7,67127c950f4ebd8209417387
Coastal Carolina,2020,11,1,67127c950f4ebd8209417388
Coastal Carolina,2021,11,2,67127c950f4ebd8209417389
Coastal Carolina,2022,9,4,67127c950f4ebd820941738a
Coastal Carolina,2023,8,5,67127c950f4ebd820941738b
Coastal Carolina,2024,0,0,67127c950f4ebd820941738c
UAB,2017,8,5,67127c950f4ebd820941738d
UAB,2018,11,3,67127c950f4ebd820941738e
UAB,2019,9,5,67127c950f4ebd820941738f
UAB,2020,6,3,67127c950f4ebd8209417390
UAB,2021,9,4,67127c950f4ebd8209417391
UAB,2022,7,6,67127c950f4ebd8209417392
UAB,2023,4,8,67127c950f4ebd8209417393
UAB,2024,0,0,67127c950f4ebd8209417394
Liberty,2018,6,6,67127c950f4ebd8209417395
Liberty,2019,8,5,67127c950f4ebd8209417396
Liberty,2020,10,1,67127c950f4ebd8209417397
Liberty,2021,8,5,67127c950f4ebd8209417398
Liberty,2022,8,5,67127c950f4ebd8209417399
Liberty,2023,13,1,67127c950f4ebd820941739a
Liberty,2024,0,0,67127c950f4ebd820941739b
James Madison,2022,8,3,67127c950f4ebd820941739c
James Madison,2023,11,2,67127c950f4ebd820941739d
James Madison,2024,0,0,67127c950f4ebd820941739e
Sam Houston,2023,3,9,67127c950f4ebd820941739f
Sam Houston,2024,0,0,67127c950f4ebd82094173a0
Jacksonville State,2023,9,4,67127c950f4ebd82094173a1
Jacksonville State,2024,0,0,67127c950f4ebd82094173a2
